"id","title","text_description","image_path","audio_path","image_filename","image_content_type","audio_filename","audio_content_type","visibility","created_at","updated_at","user_id"
11,"Item 0008","Nessa imagem é possível observar a região da elevação do Rio Grande, que é a maior montanha submarina do Atlântico Sul, e a borda da plataforma continental brasileira. Aqui eu estou mostrando, eh, três linhas em vermelho, que são linhas sísmicas obtidas no banco de dados da Marinha do Brasil, no Leplac. São as linhas 500511, 500042, 500041. Essas três linhas, elas foram utilizadas em um estudo para correlacionar a plataforma continental brasileira adjacente à elevação do Rio Grande, correlacionar o pacote sedimentar dessas duas estruturas, dessas duas porções. E para isso nós, eu utilizei o furo 516EF na elevação do Rio Grande, para calibrar com a sísmica, e na plataforma continental foi foi utilizado o furo 356. Também foram utilizadas para isso informações da literatura. O software utilizado para fazer, eh, a interpretação sísmica foi o Petrotech, né? E também o Corel Draw para a construção de um modelo geológico.","95af1643-99dd-4dcb-b402-5a12c2820de8.jpeg","70ab7d7b-540b-4510-a445-55ef7406ec78.wav","0008_image.jpeg","image/jpeg","0008_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:05.448001+00",NULL,2
12,"Item 0009","Nesta imagem está sendo mostrado as unidades litoestratigráficas encontradas no furo 516F do DSDP, em correlação com a linha sísmica que está a 3 km desse furo, que é a WSA 13. São oito unidades litoestratigráficas, né? Conforme está sendo mostrado aí. As sete a oito, na cor vermelha; a seis, na cor azul; a cinco, na cor amarelo; a quatro, na cor verde; a três, na cor roxa; a dois, na cor laranja; e a um está mostrando ali na cor eh, vermelha, que na verdade tem um horizonte em preto.
","cb3c11ef-a996-43f4-900b-306915bb7d13.jpeg","17bec206-d563-4c9e-a7a4-591f6ee83e8b.wav","0009_image.jpeg","image/jpeg","0009_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:05.496912+00",NULL,2
13,"Item 0010","Nesta imagem, eu estou mostrando as unidades litológicas encontradas no furo 516F. São oito unidades. A unidade oito, que estaria entre 1252 a 1270 m de profundidade, seriam basaltos. Esse furo atingiu o embasamento acústico. A unidade sete, que estaria entre 1240 e 1252 m de profundidade, atingiu calcários e brechas vulcânicas sobre basaltos, na idade Coniaciano. Unidade seis, entre 1000 e 1240 m de profundidade, seriam calcários, calcários marinhos e argilitos. Estariam na idade, eh, de Paleoceno superior ao Santoniano, Coniaciano. A unidade cinco, estaria entre 874 a 1000 m de profundidade, que seriam calcários microcristalinos. Idade Eoceno médio ao Paleoceno superior. A unidade quatro, que estaria na profundidade entre 634 e 874 m, que seriam nanofósseis, foraminíferos, giz e calcários conturbiditos e camadas de cinzas, estaria no Eoceno médio. A unidade três, que estaria entre 332 a 634 m de profundidade, seriam nanofósseis e foraminíferos, nanofósseis giz. Idade Oligoceno inferior ao Eoceno inferior. E a unidade dois, que estaria entre 1900 e 193 a 332 m de profundidade, seria uma litologia foraminíferos, nanofósseis, semiconsolidados, ooz e giz. Mioceno superior ao Oligoceno inferior. E a unidade um, que seria do recente ao Mioceno superior, estaria a uma profundidade de 193 m, seriam foraminíferos e nanofósseis ooz.
","9225d7eb-dbf1-4ed5-944a-b77280452a4d.jpeg","78a55125-fbea-4a60-8785-5f0844abbe77.wav","0010_image.jpeg","image/jpeg","0010_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:05.54668+00",NULL,2
14,"Item 0011","Nessa imagem está sendo mostrada uma correlação eh de litologias, de unidades litológicas dentro do pacote sedimentar na plataforma continental brasileira adjacente à elevação do Rio Grande, eh e a o pacote sedimentar na elevação do Rio Grande. Eu tô mostrando aqui eh duas dos trabalhos que foram feitos na plataforma na plataforma continental adjacente. Um de Muriá 2008, no furo 356 e o de Capistrano 2012, que são sequências interpretadas. E também no furo 517, 516F, perdão, que foi feito por Gamboa e Radinovic em 1984. Então, esse furo é o que tá na elevação do Rio Grande. Então nós podemos observar aqui que há correlação entre essas unidades litoestratigráficas, né? Essas unidades elas foram, esses furos eles foram correlacionados com a sísmica e a gente pode observar a correlação dentro desse dessas dessas unidades no embasamento acústico inicialmente. Uma unidade eh albiano ao santoniano, que ela se estende ali, né? Eh, a o furo 517, 16F, pegou do coniaciano, santoniano, maastrichtiano. E o o que Capistrano interpretou na linha dele lá, que foi a 50511, ele também encontrou a unidade S1 do Cretáceo Superior, Paleoceno Superior. E após essa esse grande pacote ter um maior do Cretáceo Superior ao Terciário Inferior que no furo 516F estaria ali a unidade 5, 4 e 3, que respectivamente é o maastrichtiano, é o Eoceno médio, é o Eoceno médio ao Eoceno Superior, Eoceno Superior ao Oligoceno. No trabalho de Capistrano ele pegou as sequências S2, S3 e S4, que é respectivamente é o Eoceno Inferior, é o Eoceno Médio, Oligoceno Inferior, Oligoceno Superior, Mioceno Inferior. E ainda uma grande uma outra ah, eh unidade acima, né? Que Muriá interpretou como sendo eh eh o Terciário Superior, que corresponderia à unidade 1 e 2 no furo 516F, que é respectivamente Mioceno e Pleistoceno, Mioceno Inferior. E Capistrano 2012 interpretou a unidade S6 e S5, né? Que é o Pleistoceno, Holoceno, S6, e S5, Mioceno Médio, Mioceno Superior. Então, como a gente pode observar, existe essa correlação nas nas sequências litoestratigráficas de uma porção, que é a plataforma continental brasileira, e a porção eh da elevação do Rio Grande.","a823c48d-1484-4f00-b438-e7303f9dc0e3.jpeg","fc2c349a-30e4-46be-bca3-814d401186f1.wav","0011_image.jpeg","image/jpeg","0011_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:05.598437+00",NULL,2
15,"Item 0013","Essa imagem está mostrando as semelhanças entre as fácies sísmicas das unidades, das unidades estratigráficas interpretadas nas linhas sísmicas da margem continental brasileira e da porção central da elevação do Rio Grande. À esquerda, a margem continental brasileira, eh, mostrando, eh, amostras de três linhas sísmicas: a 5000511, a 500042 e a 500041. E à direita está sendo mostrado, eh, amostras, né, da, das sismo, das sismofácies das linhas WSA13, WSA11, WSA10, WSA9. Então são essas sismofácies, né? Uma primeira acusticamente transparente com amplitude baixa, uma, uma segunda, né? Eh, contínuas com amplitude de alta. Eh, uma terceira de baixa refletividade, uma quarta subparalelo com amplitude alta, a quinta contínuas com amplitude média e a sexta contínuas com amplitude médias.
","1019f6b4-2e34-4727-aa92-1c27777bac47.jpeg","1c85bc29-6274-4eaf-9894-ef38bf6f37e1.wav","0013_image.jpeg","image/jpeg","0013_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:05.644957+00",NULL,2
16,"Item 0014","A seguir, estou mostrando as três linhas sísmicas interpretadas na margem continental brasileira adjacente à elevação do Rio Grande. Essas três linhas são do banco de dados do, da Marinha do Brasil, do Leplac. Inicialmente, a linha 500041. Nela foi possível observar montes submarinos a noroeste, um conjunto de malhas dentro do pacote sedimentar, a sudeste, serpentinização com morfo, morro, um pouco mais elevada, e também alto do embasamento na zona de fratura Rio Grande.
","858e0dad-5f59-4dc8-b4d8-2b2212df61ff.jpeg","fc7d04cf-fa5a-4445-b124-777ee9175469.wav","0014_image.jpeg","image/jpeg","0014_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:05.690572+00",NULL,2
17,"Item 0015","Essa imagem corresponde à linha sísmica Leplac 50042. Essa linha está mostrando, eh, importantes estruturas nessa região: o platô de São Paulo, né? A zona de fratura Rio Grande, a porção oeste da elevação do Rio Grande e o canal de Vema. Essa linha é importante porque ela mostra as duas porções: plataforma continental adjacente brasileira e a elevação do Rio Grande, né? E aqui nós observamos montes submarinos na zona de fratura Rio Grande, pacote sedimentar expressivo na, eh, na elevação do Rio Grande, na porção oeste.
","77eaa123-5010-4c4f-85b1-03ed0ea75b9e.jpeg","20e6ea6b-4aeb-4423-91dc-d383b0d06c99.wav","0015_image.jpeg","image/jpeg","0015_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:05.731613+00",NULL,2
18,"Item 0016","Essa é, é a interpretação em modelo geológico da linha sísmica Alec Plaque 50511. Essa linha, ela também pegou parte da plataforma e da elevação do Rio Grande. Nós podemos observar montes submarinos na zona de fratura Rio Grande. Pacote sedimentar expressivo na porção oeste da elevação do Rio Grande e um embasamento acústico significativamente elevado a sudeste, ali nas proximidades do canal de Vimba.
","a8e60f6a-46e7-4471-aa21-5d578ae296e4.jpeg","13010350-4c44-4521-9935-426f28f0a8e3.wav","0016_image.jpeg","image/jpeg","0016_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:05.773538+00",NULL,2
19,"Item 0017","A seguir, eu vou estar mostrando, apontando, né, as semelhanças tectono-deposicionais entre a margem continental brasileira e a elevação do Rio Grande, em relação a quê? Inicialmente, nessa imagem, a presença de montes submarinos ao longo do pacote sedimentar, os quais estão associados, possivelmente, ao vulcanismo no Eoceno, que teria afetado ambas as regiões. À esquerda, mostrando recortes, né, do modelo geológico, mostrando os montes submarinos encontrados na margem continental e à direita, eh, recorte da, de interpretação feita na porção da elevação do Rio Grande, na porção central, mostrando também montes submarinos.
","b94f7d48-f109-4aa5-9666-cdbc69949346.jpeg","3625a151-1b45-4451-82d7-ba5b740dee17.wav","0017_image.jpeg","image/jpeg","0017_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:05.816368+00",NULL,2
20,"Item 0018","Eh, estou mostrando aqui outra semelhança da porção brasileira. À esquerda, na margem continental brasileira, mostrando estruturas de um recorte da sísmica, mostrando umas estruturas dos moldes encontrados dentro do pacote sedimentar. E à direita também, recorte da sísmica, eh, na porção da elevação do Rio Grande, porção central, também observando essas estruturas dentro do pacote sedimentar, os moldes. Assim, eh, nós podemos tirar algumas conclusões, né, desses estudos na elevação do Rio Grande, com relação à origem dessa estrutura na elevação do Rio Grande. Teria sido, possivelmente, um soerguimento da, teria, eh, houve um soerguimento da parte central da ergue que causou o aparecimento de refletores inclinados, intraembasamento, em ambos os flancos da elevação. Com relação à tectônica na elevação do Rio Grande, as falhas que vão do embasamento acústico até as unidades superiores e os rifts abortados, são evidências de tectônica distensional do Cretáceo superior ao recente. O movimento tectônico strike-slip na zona de fratura Porto Alegre teria deslocado o eixo da, do rifte de Cruzeiro do Sul aproximadamente 90 km da parte leste do, no Cretáceo superior, 90 km para a parte leste, perdão, no Cretáceo superior. Os efeitos da tectônica na ergue também afetaram a margem continental brasileira adjacente. Também com relação ao magmatismo na elevação do Rio Grande, uma anomalia térmica amplamente espalhada, consequente do magmatismo no Eoceno, baseado nas brechas e cinzas vulcânicas encontradas na unidade quatro do furo 516F, bem como em outros furos. O magmatismo na elevação também afetou a margem continental brasileira. Com relação a moldes e atividade hidrotermal na elevação do Rio Grande, a atividade magmática e hidrotermal deformou, teria deformado os sedimentos no topo dos moldes, com falhas normais acima deles, foram formaram estruturas em flor negativa. E ainda um paleocanal preenchido na elevação do Rio Grande, com vale erosional na encosta oeste da porção central da ergue. Seria um paleocanal, né? Ou escavado na unidade dois pelo fluxo de água de fundo oceânico, como um caminho preferencial das correntes marinhas profundas, profundas, devido ao seu relevo negativo. Este canal teria sido preenchido por sedimentos da unidade um até os dias de hoje. Outra possibilidade seria a reativação de um rifte na, no contexto de tectônica distensional nesta região.
","f0bda7de-4e38-4558-b4e7-72ba93fba65a.jpeg","605b6857-788e-4ecb-8a8e-d2584bf71efb.wav","0018_image.jpeg","image/jpeg","0018_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:05.8667+00",NULL,2
21,"Item 0019","A seguir será mostrado um estudo realizado na província Borborema utilizando dados de sismologia. Essa imagem, ela é de Oliveira 2008, é um mapa mostrando a área de estudo em bege, né? É aí a localização no nordeste do Brasil, a província Borborema. Eh, em volta dela, em amarelo, tem sedimentos fanerozoicos e o cráton de São Francisco na cor marrom e os sedimentos fanerozoicos na cor amarela, mostrando também zonas de cisalhamento, batimetria e falhas nessa região. Então, eh, essa região, ela tem características interessantes, duas dos eventos geológicos que precisam ainda serem esclarecidos nessa região, que é o magmatismo e a epirogênese, que é a elevação, o soerguimento. Nesse mapa, nesse mapa eu tô mostrando o magmatismo. Esses pontos em vermelho são locais onde foram encontrados eventos magmáticos, eh, mostrando a idade identificada dentro dessas amostras, com a datação dessas amostras.","abbfc6d9-0b1b-4295-a96d-33a1c4238564.jpeg","4831a983-777c-4407-9e83-d62ad577f188.wav","0019_image.jpeg","image/jpeg","0019_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:05.914127+00",NULL,2
22,"Item 0020","Nessa imagem, eh, de Oliveira, 2008, modificado desse trabalho, nessa imagem eu tô mostrando a epirogênese, que é esse soerguimento expressivo na província Borborema, com a topografia, tô mostrando aqui, acentuada. E esse é um evento que ainda carece também de esclarecimento, o que se estaria causando esse evento, esses eventos, né, do magmatismo e de epirogênese, que é esse soerguimento.
","ed135c2a-0e73-4f63-a3b3-5c2964e33aba.jpeg","b35b6d4c-b85f-4693-8c3b-92936c6f9692.wav","0020_image.jpeg","image/jpeg","0020_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:05.958525+00",NULL,2
23,"Item 0021","Então, esses dois eventos de magmatismo, magmatismo que é o quê? A a intrusão de magma dentro da rocha ou extrusão, que é quando ele, o magma atinge a superfície da terra, né, na forma de vulcões. E esse, esses eventos, eles ficam registrados dentro da rocha, com a, a rocha que, que se consolida e formam as rochas, né, ígneas. Então nós chamamos de vulcanismo isso. Então, eh, essa imagem é de Misuzaki et al 2002. Ela está mostrando uma hipótese que é muito, eh, aceita e que é a possibilidade de pluma do manto. E, e aonde que a placa sulamericana teria se movimentado para oeste sobre uma pluma. Seria a pluma Fernando de Noronha. E ela teria deixado, eh, um rastro, né? À medida que aquele ponto fixo no manto, que nós chamamos de hotspot, esse ponto iria estar, eh, fixo e a placa tectônica, à medida que abre, eh, o oceano Atlântico, ela vai se, se, se deslizando sobre esse ponto fixo do manto. Então, uma possibilidade amplamente aceita é que esse vulcanismo estaria associado a plumas do manto, como essa que eu tô mostrando aqui, que é a pluma Fernando de Noronha.","09b2d4f4-c016-4d24-8a30-f3370713f5eb.jpeg","caeeca34-77a5-436b-97c1-dc24c58db2f6.wav","0021_image.jpeg","image/jpeg","0021_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:05.999098+00",NULL,2
24,"Item 0022","Essa imagem é modificada de Oliveira de 2008, o artigo. Ela já mostra uma outra hipótese, que não estaria relacionada a, a um magma profundo, uma pluma do manto, mas sim, a convecção em pequena escala. Células de convecção na, no manto superior, na base da crosta, estarem sendo, sendo a responsável por essa anomalia térmica, né? Eh, estudo realizado por Gusmão mostrou, eh, eh, ele fez um estudo com inversão de dados gravimétricos, né? Uma análise da, da densidade, né, do, da crosta. E ele mostrou essa possibilidade de células de convecção de pequena escala na base da crosta.
","aa06ee4a-811c-4701-8504-94a22072e022.jpeg","76b507f1-48bf-4c03-a8d3-8a683b12783e.wav","0022_image.jpeg","image/jpeg","0022_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.04059+00",NULL,2
25,"Item 0023","Essa imagem mostra a anomalia de Ioid que seria uma anomalia térmica localizada na província Borborema. Essa imagem, ela é modificada de Oliveira 2008.
","64e5ba36-98eb-49ae-bbe6-d7dc8a295070.jpeg","e718162c-dee7-4029-8ee0-f522ca72da47.wav","0023_image.jpeg","image/jpeg","0023_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.077488+00",NULL,2
26,"Item 0024","Então, na região da província Borborema, nós, possivelmente teríamos uma anomalia térmica, né, que estaria associada a algumas hipóteses, né? Pluma do manto, uma delas. Célula de convecção, né, em pequena escala, ali a uma profundidade entre 200 e 300 km e uma possibilidade ainda mais rasa, de uma anomalia de geoide, que estaria na faixa de profundidade entre 100 e 150 km.
","4e609c55-035d-4609-b85a-ad60b90eea51.jpeg","e90b7c69-d528-44f2-ac57-67e6562b61dd.wav","0024_image.jpeg","image/jpeg","0024_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.112793+00",NULL,2
42,"Item 0040","Aqui eu estou mostrando o empilhamento 1D também da onda PP. Empilhamento dos traços de função do receptor para cada estação, calculados para a onda PP. Também em vermelho, mostrando a quantidade de traços obtidos em cada uma das estações. PP.
","604906e1-ee04-49b7-b4df-c374798fcb35.jpeg","24f5555c-53b8-44d8-907a-0ba9b4810981.wav","0040_image.jpeg","image/jpeg","0040_audio.wav","audio/wav","PUBLIC","2025-04-22 13:03:06.742436+00",NULL,2
